"Addresse des Users","Port des von ...",Userinformation1,Userinformation2,Datum,Request,Response,"Port für ...",Request-URL,Browser
193.8.91.1,50725,-,-,"09/Dec/2024:13:09:33 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
66.249.64.33,54692,-,-,"09/Dec/2024:13:13:19 +0100","GET /adventskalender/slideshow.html HTTP/1.1",304,6554,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
195.65.222.20,60913,-,-,"09/Dec/2024:13:44:00 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
85.195.225.14,61356,-,-,"09/Dec/2024:14:20:18 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
65.108.76.15,35166,-,-,"09/Dec/2024:14:59:32 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4808,"https://portal.nanoo.tv/","Mozilla/5.0 (compatible; SEOkicks; +https://www.seokicks.de/robot.html)"
193.247.16.206,24168,-,-,"09/Dec/2024:15:29:48 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.8.89.1,58766,-,-,"09/Dec/2024:15:59:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9617,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0"
88.218.26.115,61705,-,-,"09/Dec/2024:16:03:26 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
85.2.4.20,61325,-,-,"09/Dec/2024:16:19:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/index.html","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2a02:1210:922b:b700:9dc:787c:b02f:e4f,56160,-,-,"09/Dec/2024:16:38:59 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
51.154.164.184,59183,-,-,"09/Dec/2024:16:56:04 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
81.221.225.186,64476,-,-,"09/Dec/2024:17:04:28 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0"
2a02:1210:86ec:5e00:a140:6ac1:1d13:3d0a,50522,-,-,"09/Dec/2024:17:16:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
2001:4b20:100:f000:f02a:31d8:109a:4b7b,57898,-,-,"09/Dec/2024:17:19:54 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.47.169.30,10406,-,-,"09/Dec/2024:17:33:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
83.78.100.120,56531,-,-,"09/Dec/2024:18:04:04 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2001:1686:9202:701:6c91:9a63:f603:8daf,51369,-,-,"09/Dec/2024:18:25:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
84.226.95.17,62489,-,-,"09/Dec/2024:20:25:28 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
2a02:1210:500d:1f02:581a:1b1f:9843:46ce,62750,-,-,"09/Dec/2024:21:14:00 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2001:1686:9202:701:ec30:d0be:246e:808b,49227,-,-,"09/Dec/2024:21:17:50 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"
40.77.167.20,22924,-,-,"10/Dec/2024:01:00:28 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9593,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.64.35,41099,-,-,"10/Dec/2024:05:29:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9553,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.108 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2a00:d520:2:1500:a516:cfa:21e8:11a8,50400,-,-,"10/Dec/2024:06:17:44 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:1210:149e:9a00:6d6c:f131:cab2:6202,65198,-,-,"10/Dec/2024:06:34:44 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/122.0.6261.89 Mobile/15E148 Safari/604.1"
83.144.236.114,1136,-,-,"10/Dec/2024:07:33:52 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.47.169.76,10400,-,-,"10/Dec/2024:07:35:53 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
135.237.131.215,48096,-,-,"10/Dec/2024:08:29:19 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9512,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot"
83.144.236.114,34799,-,-,"10/Dec/2024:08:32:11 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.8 Safari/605.1.15"
185.39.93.54,52288,-,-,"10/Dec/2024:08:35:20 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
20.42.10.182,50329,-,-,"10/Dec/2024:08:49:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9512,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; OAI-SearchBot/1.0; +https://openai.com/searchbot"
193.17.26.3,5717,-,-,"10/Dec/2024:08:55:33 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
212.117.117.70,29061,-,-,"10/Dec/2024:09:07:08 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
85.195.225.14,32013,-,-,"10/Dec/2024:09:23:26 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2001:1686:9202:701:14a:e3a1:2ce6:32ec,57492,-,-,"10/Dec/2024:09:45:28 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
213.86.143.66,53611,-,-,"10/Dec/2024:10:39:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
207.241.225.241,48150,-,-,"10/Dec/2024:10:39:50 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,17594,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/605.1.15 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/605.1.15"
207.241.225.90,50210,-,-,"10/Dec/2024:10:40:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9481,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
178.197.203.221,48767,-,-,"10/Dec/2024:10:43:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
178.197.239.60,26289,-,-,"10/Dec/2024:10:44:08 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.47.169.64,10400,-,-,"10/Dec/2024:10:54:09 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
178.197.214.150,43313,-,-,"10/Dec/2024:11:01:08 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.47.169.62,10400,-,-,"10/Dec/2024:11:14:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15 Ddg/18.1"
193.247.16.205,20002,-,-,"10/Dec/2024:11:19:38 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.8.91.2,60648,-,-,"10/Dec/2024:11:33:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
170.17.146.42,59798,-,-,"10/Dec/2024:11:54:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/index.html","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:aa12:9143:1c00:d4ff:bad0:70a5:99f4,63215,-,-,"10/Dec/2024:13:06:26 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15"
2a02:aa12:9143:1c00:d4ff:bad0:70a5:99f4,63278,-,-,"10/Dec/2024:13:09:01 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15"
83.150.2.19,60944,-,-,"10/Dec/2024:13:36:52 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
194.147.72.21,62452,-,-,"10/Dec/2024:13:47:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
5.145.70.102,50560,-,-,"10/Dec/2024:13:58:11 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Safari/605.1.15"
213.55.185.38,56331,-,-,"10/Dec/2024:14:00:07 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1"
213.55.185.38,56369,-,-,"10/Dec/2024:14:00:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1"
82.220.27.77,33511,-,-,"10/Dec/2024:14:20:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
194.209.11.28,56607,-,-,"10/Dec/2024:15:01:28 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
194.209.11.28,55039,-,-,"10/Dec/2024:15:01:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
193.222.112.34,55171,-,-,"10/Dec/2024:15:28:33 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
16.62.59.89,53488,-,-,"10/Dec/2024:15:37:07 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
193.47.169.68,10400,-,-,"10/Dec/2024:15:47:53 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
178.197.214.123,13130,-,-,"10/Dec/2024:16:00:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1"
194.230.144.79,28591,-,-,"10/Dec/2024:16:01:35 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
178.39.115.155,64049,-,-,"10/Dec/2024:16:02:42 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/index.html","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
84.75.72.21,58886,-,-,"10/Dec/2024:16:12:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
212.117.127.251,52100,-,-,"10/Dec/2024:16:16:25 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
62.2.92.122,1230,-,-,"10/Dec/2024:16:20:46 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
84.226.95.17,64857,-,-,"10/Dec/2024:17:45:59 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
178.197.219.69,57593,-,-,"10/Dec/2024:18:48:25 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1"
2a02:1210:1e19:6d00:25a5:4a26:2887:fe45,52037,-,-,"10/Dec/2024:19:12:59 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
2a01:8b81:5400:8901:657e:bc0b:5ed5:f760,23512,-,-,"10/Dec/2024:19:21:09 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2a02:1210:3823:e700:5852:86fd:a7bc:2e89,56785,-,-,"10/Dec/2024:19:32:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2001:1686:9202:701:102b:13d9:404a:b562,49320,-,-,"10/Dec/2024:19:34:04 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"
77.109.141.186,7883,-,-,"10/Dec/2024:19:55:26 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a02:1210:1e1b:c400:8483:b0f8:9088:1962,57364,-,-,"10/Dec/2024:20:17:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
87.102.173.71,64023,-,-,"10/Dec/2024:21:42:23 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
178.197.219.169,52830,-,-,"10/Dec/2024:22:14:46 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
2a01:8b81:5408:4500:c5e0:7d29:c237:bb9d,58718,-,-,"10/Dec/2024:22:18:16 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
178.197.231.76,19511,-,-,"10/Dec/2024:22:27:28 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15"
2a04:ee41:81:4478:e450:4747:4f17:4dec,64743,-,-,"10/Dec/2024:23:41:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
52.167.144.205,31215,-,-,"11/Dec/2024:00:17:20 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9593,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
109.70.100.69,41282,-,-,"11/Dec/2024:02:49:53 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,17590,"https://portal.nanoo.tv/adventskalender/slideshow.html","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.77 YaBrowser/20.11.0.821 Yowser/2.5 Safari/537.36"
62.12.154.106,63101,-,-,"11/Dec/2024:06:48:45 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:21b4:941f:3700:3444:fa80:14c8:e4ea,62737,-,-,"11/Dec/2024:06:54:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1 Ddg/18.1"
69.160.160.56,44430,-,-,"11/Dec/2024:07:09:24 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,8907,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
2a02:1210:149e:9a00:40db:2d70:8d25:9c75,61490,-,-,"11/Dec/2024:07:36:11 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
185.63.64.60,56631,-,-,"11/Dec/2024:08:28:48 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0"
185.213.59.226,61019,-,-,"11/Dec/2024:08:29:01 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
212.25.10.133,48638,-,-,"11/Dec/2024:08:31:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
185.63.64.60,14686,-,-,"11/Dec/2024:08:40:47 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
